4/3/25 19:33:1, Microphone: 3, Temp =  79.01, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.49
4/3/25 19:34:45, Microphone: 0, Temp =  80.90, AccX =  -0.04, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -3.08, GyroZ =  0.28

4/3/25 19:34:47, Microphone: -13, Temp =  80.81, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.66, GyroZ =  0.42

4/3/25 19:34:49, Microphone: 16, Temp =  80.91, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:34:50, Microphone: -20, Temp =  80.94, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:34:52, Microphone: 7, Temp =  80.92, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.14, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:34:54, Microphone: 16, Temp =  80.87, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:34:55, Microphone: -13, Temp =  80.92, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.73, GyroZ =  0.42

4/3/25 19:34:57, Microphone: 9, Temp =  80.93, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.28

4/3/25 19:34:59, Microphone: 31, Temp =  80.89, AccX =  -0.03, AccY =  -0.01, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:35:0, Microphone: 4, Temp =  81.02, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:35:2, Microphone: -3, Temp =  80.97, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.42

4/3/25 19:35:4, Microphone: -58, Temp =  80.92, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:35:5, Microphone: 33, Temp =  80.99, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.49

4/3/25 19:35:7, Microphone: -132, Temp =  80.99, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:35:9, Microphone: -33, Temp =  81.03, AccX =  -0.03, AccY =  -0.02, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.21

